Year,Month,percent,regionId,date,regionName,
1983,Dec,18,1,1983 Dec,Global,
1984,Jan,24,1,1984 Jan,Global,
1984,Feb,16,1,1984 Feb,Global,
1984,Mar,38,1,1984 Mar,Global,
1984,Apr,16,1,1984 Apr,Global,
1984,May,47,1,1984 May,Global,
1984,Jun,5,1,1984 Jun,Global,
1984,Jul,19,1,1984 Jul,Global,
1984,Aug,28,1,1984 Aug,Global,
1984,Sep,28,1,1984 Sep,Global,
1984,Oct,22,1,1984 Oct,Global,
1984,Nov,11,1,1984 Nov,Global,
1984,Dec,3,1,1984 Dec,Global,
1985,Jan,32,1,1985 Jan,Global,
1985,Feb,2,1,1985 Feb,Global,
1985,Mar,27,1,1985 Mar,Global,
1985,Apr,20,1,1985 Apr,Global,
1985,May,22,1,1985 May,Global,
1985,Jun,27,1,1985 Jun,Global,
1985,Jul,3,1,1985 Jul,Global,
1985,Aug,35,1,1985 Aug,Global,
1985,Sep,26,1,1985 Sep,Global,
1985,Oct,13,1,1985 Oct,Global,
1985,Nov,9,1,1985 Nov,Global,
1985,Dec,14,1,1985 Dec,Global,
1986,Jan,39,1,1986 Jan,Global,
1986,Feb,53,1,1986 Feb,Global,
1986,Mar,39,1,1986 Mar,Global,
1986,Apr,44,1,1986 Apr,Global,
1986,May,34,1,1986 May,Global,
1986,Jun,13,1,1986 Jun,Global,
1986,Jul,15,1,1986 Jul,Global,
1986,Aug,22,1,1986 Aug,Global,
1986,Sep,4,1,1986 Sep,Global,
1986,Oct,13,1,1986 Oct,Global,
1986,Nov,13,1,1986 Nov,Global,
1986,Dec,22,1,1986 Dec,Global,
1987,Jan,45,1,1987 Jan,Global,
1987,Feb,55,1,1987 Feb,Global,
1987,Mar,26,1,1987 Mar,Global,
1987,Apr,39,1,1987 Apr,Global,
1987,May,31,1,1987 May,Global,
1987,Jun,57,1,1987 Jun,Global,
1987,Jul,61,1,1987 Jul,Global,
1987,Aug,28,1,1987 Aug,Global,
1987,Sep,38,1,1987 Sep,Global,
1987,Oct,36,1,1987 Oct,Global,
1987,Nov,31,1,1987 Nov,Global,
1987,Dec,58,1,1987 Dec,Global,
1988,Jan,68,1,1988 Jan,Global,
1988,Feb,50,1,1988 Feb,Global,
1988,Mar,63,1,1988 Mar,Global,
1988,Apr,51,1,1988 Apr,Global,
1988,May,63,1,1988 May,Global,
1988,Jun,61,1,1988 Jun,Global,
1988,Jul,46,1,1988 Jul,Global,
1988,Aug,58,1,1988 Aug,Global,
1988,Sep,56,1,1988 Sep,Global,
1988,Oct,56,1,1988 Oct,Global,
1988,Nov,20,1,1988 Nov,Global,
1988,Dec,39,1,1988 Dec,Global,
1989,Jan,26,1,1989 Jan,Global,
1989,Feb,46,1,1989 Feb,Global,
1989,Mar,45,1,1989 Mar,Global,
1989,Apr,43,1,1989 Apr,Global,
1989,May,19,1,1989 May,Global,
1989,Jun,16,1,1989 Jun,Global,
1989,Jul,49,1,1989 Jul,Global,
1989,Aug,53,1,1989 Aug,Global,
1989,Sep,55,1,1989 Sep,Global,
1989,Oct,44,1,1989 Oct,Global,
1989,Nov,23,1,1989 Nov,Global,
1989,Dec,41,1,1989 Dec,Global,
1990,Jan,53,1,1990 Jan,Global,
1990,Feb,42,1,1990 Feb,Global,
1990,Mar,86,1,1990 Mar,Global,
1990,Apr,65,1,1990 Apr,Global,
1990,May,56,1,1990 May,Global,
1990,Jun,47,1,1990 Jun,Global,
1990,Jul,62,1,1990 Jul,Global,
1990,Aug,43,1,1990 Aug,Global,
1990,Sep,31,1,1990 Sep,Global,
1990,Oct,52,1,1990 Oct,Global,
1990,Nov,55,1,1990 Nov,Global,
1990,Dec,48,1,1990 Dec,Global,
1991,Jan,50,1,1991 Jan,Global,
1991,Feb,63,1,1991 Feb,Global,
1991,Mar,49,1,1991 Mar,Global,
1991,Apr,73,1,1991 Apr,Global,
1991,May,43,1,1991 May,Global,
1991,Jun,71,1,1991 Jun,Global,
1991,Jul,63,1,1991 Jul,Global,
1991,Aug,57,1,1991 Aug,Global,
1991,Sep,64,1,1991 Sep,Global,
1991,Oct,36,1,1991 Oct,Global,
1991,Nov,34,1,1991 Nov,Global,
1991,Dec,34,1,1991 Dec,Global,
1992,Jan,51,1,1992 Jan,Global,
1992,Feb,43,1,1992 Feb,Global,
1992,Mar,54,1,1992 Mar,Global,
1992,Apr,24,1,1992 Apr,Global,
1992,May,28,1,1992 May,Global,
1992,Jun,32,1,1992 Jun,Global,
1992,Jul,9,1,1992 Jul,Global,
1992,Aug,14,1,1992 Aug,Global,
1992,Sep,-2,1,1992 Sep,Global,
1992,Oct,10,1,1992 Oct,Global,
1992,Nov,4,1,1992 Nov,Global,
1992,Dec,26,1,1992 Dec,Global,
1993,Jan,41,1,1993 Jan,Global,
1993,Feb,42,1,1993 Feb,Global,
1993,Mar,34,1,1993 Mar,Global,
1993,Apr,31,1,1993 Apr,Global,
1993,May,29,1,1993 May,Global,
1993,Jun,29,1,1993 Jun,Global,
1993,Jul,40,1,1993 Jul,Global,
1993,Aug,23,1,1993 Aug,Global,
1993,Sep,11,1,1993 Sep,Global,
1993,Oct,25,1,1993 Oct,Global,
1993,Nov,9,1,1993 Nov,Global,
1993,Dec,19,1,1993 Dec,Global,
1994,Jan,40,1,1994 Jan,Global,
1994,Feb,9,1,1994 Feb,Global,
1994,Mar,27,1,1994 Mar,Global,
1994,Apr,54,1,1994 Apr,Global,
1994,May,29,1,1994 May,Global,
1994,Jun,59,1,1994 Jun,Global,
1994,Jul,42,1,1994 Jul,Global,
1994,Aug,27,1,1994 Aug,Global,
1994,Sep,41,1,1994 Sep,Global,
1994,Oct,42,1,1994 Oct,Global,
1994,Nov,52,1,1994 Nov,Global,
1994,Dec,44,1,1994 Dec,Global,
1995,Jan,57,1,1995 Jan,Global,
1995,Feb,90,1,1995 Feb,Global,
1995,Mar,52,1,1995 Mar,Global,
1995,Apr,59,1,1995 Apr,Global,
1995,May,38,1,1995 May,Global,
1995,Jun,50,1,1995 Jun,Global,
1995,Jul,64,1,1995 Jul,Global,
1995,Aug,58,1,1995 Aug,Global,
1995,Sep,47,1,1995 Sep,Global,
1995,Oct,67,1,1995 Oct,Global,
1995,Nov,54,1,1995 Nov,Global,
1995,Dec,40,1,1995 Dec,Global,
1996,Jan,42,1,1996 Jan,Global,
1996,Feb,61,1,1996 Feb,Global,
1996,Mar,46,1,1996 Mar,Global,
1996,Apr,51,1,1996 Apr,Global,
1996,May,35,1,1996 May,Global,
1996,Jun,33,1,1996 Jun,Global,
1996,Jul,59,1,1996 Jul,Global,
1996,Aug,77,1,1996 Aug,Global,
1996,Sep,43,1,1996 Sep,Global,
1996,Oct,34,1,1996 Oct,Global,
1996,Nov,52,1,1996 Nov,Global,
1996,Dec,54,1,1996 Dec,Global,
1997,Jan,49,1,1997 Jan,Global,
1997,Feb,56,1,1997 Feb,Global,
1997,Mar,67,1,1997 Mar,Global,
1997,Apr,40,1,1997 Apr,Global,
1997,May,43,1,1997 May,Global,
1997,Jun,68,1,1997 Jun,Global,
1997,Jul,34,1,1997 Jul,Global,
1997,Aug,46,1,1997 Aug,Global,
1997,Sep,51,1,1997 Sep,Global,
1997,Oct,61,1,1997 Oct,Global,
1997,Nov,73,1,1997 Nov,Global,
1997,Dec,71,1,1997 Dec,Global,
1998,Jan,74,1,1998 Jan,Global,
1998,Feb,121,1,1998 Feb,Global,
1998,Mar,85,1,1998 Mar,Global,
1998,Apr,83,1,1998 Apr,Global,
1998,May,94,1,1998 May,Global,
1998,Jun,104,1,1998 Jun,Global,
1998,Jul,93,1,1998 Jul,Global,
1998,Aug,86,1,1998 Aug,Global,
1998,Sep,59,1,1998 Sep,Global,
1998,Oct,69,1,1998 Oct,Global,
1998,Nov,66,1,1998 Nov,Global,
1998,Dec,79,1,1998 Dec,Global,
1999,Jan,68,1,1999 Jan,Global,
1999,Feb,86,1,1999 Feb,Global,
1999,Mar,49,1,1999 Mar,Global,
1999,Apr,40,1,1999 Apr,Global,
1999,May,49,1,1999 May,Global,
1999,Jun,63,1,1999 Jun,Global,
1999,Jul,63,1,1999 Jul,Global,
1999,Aug,55,1,1999 Aug,Global,
1999,Sep,66,1,1999 Sep,Global,
1999,Oct,63,1,1999 Oct,Global,
1999,Nov,58,1,1999 Nov,Global,
1999,Dec,51,1,1999 Dec,Global,
2000,Jan,31,1,2000 Jan,Global,
2000,Feb,78,1,2000 Feb,Global,
2000,Mar,70,1,2000 Mar,Global,
2000,Apr,75,1,2000 Apr,Global,
2000,May,57,1,2000 May,Global,
2000,Jun,70,1,2000 Jun,Global,
2000,Jul,63,1,2000 Jul,Global,
2000,Aug,62,1,2000 Aug,Global,
2000,Sep,58,1,2000 Sep,Global,
2000,Oct,36,1,2000 Oct,Global,
2000,Nov,49,1,2000 Nov,Global,
2000,Dec,49,1,2000 Dec,Global,
2001,Jan,59,1,2001 Jan,Global,
2001,Feb,62,1,2001 Feb,Global,
2001,Mar,68,1,2001 Mar,Global,
2001,Apr,60,1,2001 Apr,Global,
2001,May,73,1,2001 May,Global,
2001,Jun,66,1,2001 Jun,Global,
2001,Jul,72,1,2001 Jul,Global,
2001,Aug,64,1,2001 Aug,Global,
2001,Sep,71,1,2001 Sep,Global,
2001,Oct,63,1,2001 Oct,Global,
2001,Nov,80,1,2001 Nov,Global,
2001,Dec,74,1,2001 Dec,Global,
2002,Jan,98,1,2002 Jan,Global,
2002,Feb,90,1,2002 Feb,Global,
2002,Mar,113,1,2002 Mar,Global,
2002,Apr,80,1,2002 Apr,Global,
2002,May,88,1,2002 May,Global,
2002,Jun,65,1,2002 Jun,Global,
2002,Jul,84,1,2002 Jul,Global,
2002,Aug,69,1,2002 Aug,Global,
2002,Sep,83,1,2002 Sep,Global,
2002,Oct,64,1,2002 Oct,Global,
2002,Nov,71,1,2002 Nov,Global,
2002,Dec,55,1,2002 Dec,Global,
2003,Jan,93,1,2003 Jan,Global,
2003,Feb,75,1,2003 Feb,Global,
2003,Mar,73,1,2003 Mar,Global,
2003,Apr,68,1,2003 Apr,Global,
2003,May,86,1,2003 May,Global,
2003,Jun,64,1,2003 Jun,Global,
2003,Jul,65,1,2003 Jul,Global,
2003,Aug,85,1,2003 Aug,Global,
2003,Sep,83,1,2003 Sep,Global,
2003,Oct,86,1,2003 Oct,Global,
2003,Nov,66,1,2003 Nov,Global,
2003,Dec,88,1,2003 Dec,Global,
2004,Jan,74,1,2004 Jan,Global,
2004,Feb,94,1,2004 Feb,Global,
2004,Mar,84,1,2004 Mar,Global,
2004,Apr,77,1,2004 Apr,Global,
2004,May,46,1,2004 May,Global,
2004,Jun,66,1,2004 Jun,Global,
2004,Jul,23,1,2004 Jul,Global,
2004,Aug,59,1,2004 Aug,Global,
2004,Sep,58,1,2004 Sep,Global,
2004,Oct,81,1,2004 Oct,Global,
2004,Nov,88,1,2004 Nov,Global,
2004,Dec,69,1,2004 Dec,Global,
2005,Jan,97,1,2005 Jan,Global,
2005,Feb,87,1,2005 Feb,Global,
2005,Mar,93,1,2005 Mar,Global,
2005,Apr,83,1,2005 Apr,Global,
2005,May,75,1,2005 May,Global,
2005,Jun,83,1,2005 Jun,Global,
2005,Jul,79,1,2005 Jul,Global,
2005,Aug,74,1,2005 Aug,Global,
2005,Sep,98,1,2005 Sep,Global,
2005,Oct,100,1,2005 Oct,Global,
2005,Nov,89,1,2005 Nov,Global,
2005,Dec,90,1,2005 Dec,Global,
2006,Jan,77,1,2006 Jan,Global,
2006,Feb,91,1,2006 Feb,Global,
2006,Mar,80,1,2006 Mar,Global,
2006,Apr,70,1,2006 Apr,Global,
2006,May,51,1,2006 May,Global,
2006,Jun,77,1,2006 Jun,Global,
2006,Jul,65,1,2006 Jul,Global,
2006,Aug,83,1,2006 Aug,Global,
2006,Sep,73,1,2006 Sep,Global,
2006,Oct,83,1,2006 Oct,Global,
2006,Nov,85,1,2006 Nov,Global,
2006,Dec,89,1,2006 Dec,Global,
2007,Jan,122,1,2007 Jan,Global,
2007,Feb,94,1,2007 Feb,Global,
2007,Mar,91,1,2007 Mar,Global,
2007,Apr,94,1,2007 Apr,Global,
2007,May,95,1,2007 May,Global,
2007,Jun,67,1,2007 Jun,Global,
2007,Jul,78,1,2007 Jul,Global,
2007,Aug,84,1,2007 Aug,Global,
2007,Sep,81,1,2007 Sep,Global,
2007,Oct,80,1,2007 Oct,Global,
2007,Nov,73,1,2007 Nov,Global,
2007,Dec,71,1,2007 Dec,Global,
2008,Jan,48,1,2008 Jan,Global,
2008,Feb,45,1,2008 Feb,Global,
2008,Mar,90,1,2008 Mar,Global,
2008,Apr,67,1,2008 Apr,Global,
2008,May,56,1,2008 May,Global,
2008,Jun,51,1,2008 Jun,Global,
2008,Jul,74,1,2008 Jul,Global,
2008,Aug,41,1,2008 Aug,Global,
2008,Sep,82,1,2008 Sep,Global,
2008,Oct,73,1,2008 Oct,Global,
2008,Nov,81,1,2008 Nov,Global,
2008,Dec,73,1,2008 Dec,Global,
2009,Jan,76,1,2009 Jan,Global,
2009,Feb,75,1,2009 Feb,Global,
2009,Mar,66,1,2009 Mar,Global,
2009,Apr,73,1,2009 Apr,Global,
2009,May,84,1,2009 May,Global,
2009,Jun,81,1,2009 Jun,Global,
2009,Jul,87,1,2009 Jul,Global,
2009,Aug,86,1,2009 Aug,Global,
2009,Sep,89,1,2009 Sep,Global,
2009,Oct,72,1,2009 Oct,Global,
2009,Nov,84,1,2009 Nov,Global,
2009,Dec,77,1,2009 Dec,Global,
2010,Jan,97,1,2010 Jan,Global,
2010,Feb,105,1,2010 Feb,Global,
2010,Mar,113,1,2010 Mar,Global,
2010,Apr,100,1,2010 Apr,Global,
2010,May,97,1,2010 May,Global,
2010,Jun,85,1,2010 Jun,Global,
2010,Jul,74,1,2010 Jul,Global,
2010,Aug,83,1,2010 Aug,Global,
2010,Sep,85,1,2010 Sep,Global,
2010,Oct,95,1,2010 Oct,Global,
2010,Nov,101,1,2010 Nov,Global,
2010,Dec,70,1,2010 Dec,Global,
2011,Jan,72,1,2011 Jan,Global,
2011,Feb,69,1,2011 Feb,Global,
2011,Mar,76,1,2011 Mar,Global,
2011,Apr,82,1,2011 Apr,Global,
2011,May,65,1,2011 May,Global,
2011,Jun,73,1,2011 Jun,Global,
2011,Jul,89,1,2011 Jul,Global,
2011,Aug,95,1,2011 Aug,Global,
2011,Sep,77,1,2011 Sep,Global,
2011,Oct,83,1,2011 Oct,Global,
2011,Nov,78,1,2011 Nov,Global,
2011,Dec,80,1,2011 Dec,Global,
2012,Jan,61,1,2012 Jan,Global,
2012,Feb,58,1,2012 Feb,Global,
2012,Mar,70,1,2012 Mar,Global,
2012,Apr,80,1,2012 Apr,Global,
2012,May,94,1,2012 May,Global,
2012,Jun,72,1,2012 Jun,Global,
2012,Jul,57,1,2012 Jul,Global,
2012,Aug,85,1,2012 Aug,Global,
2012,Sep,88,1,2012 Sep,Global,
2012,Oct,92,1,2012 Oct,Global,
2012,Nov,93,1,2012 Nov,Global,
2012,Dec,72,1,2012 Dec,Global,
2013,Jan,97,1,2013 Jan,Global,
2013,Feb,74,1,2013 Feb,Global,
2013,Mar,84,1,2013 Mar,Global,
2013,Apr,67,1,2013 Apr,Global,
2013,May,66,1,2013 May,Global,
2013,Jun,88,1,2013 Jun,Global,
2013,Jul,66,1,2013 Jul,Global,
2013,Aug,78,1,2013 Aug,Global,
2013,Sep,100,1,2013 Sep,Global,
2013,Oct,85,1,2013 Oct,Global,
2013,Nov,89,1,2013 Nov,Global,
2013,Dec,83,1,2013 Dec,Global,
2014,Jan,94,1,2014 Jan,Global,
2014,Feb,65,1,2014 Feb,Global,
2014,Mar,77,1,2014 Mar,Global,
2014,Apr,88,1,2014 Apr,Global,
2014,May,104,1,2014 May,Global,
2014,Jun,77,1,2014 Jun,Global,
2014,Jul,71,1,2014 Jul,Global,
2014,Aug,84,1,2014 Aug,Global,
2014,Sep,109,1,2014 Sep,Global,
2014,Oct,101,1,2014 Oct,Global,
2014,Nov,80,1,2014 Nov,Global,
2014,Dec,97,1,2014 Dec,Global,
2015,Jan,94,1,2015 Jan,Global,
2015,Feb,107,1,2015 Feb,Global,
2015,Mar,110,1,2015 Mar,Global,
2015,Apr,77,1,2015 Apr,Global,
2015,May,84,1,2015 May,Global,
2015,Jun,85,1,2015 Jun,Global,
2015,Jul,69,1,2015 Jul,Global,
2015,Aug,88,1,2015 Aug,Global,
2015,Sep,80,1,2015 Sep,Global,
2015,Oct,119,1,2015 Oct,Global,
2015,Nov,118,1,2015 Nov,Global,
2015,Dec,139,1,2015 Dec,Global,
2016,Jan,135,1,2016 Jan,Global,
2016,Feb,165,1,2016 Feb,Global,
2016,Mar,163,1,2016 Mar,Global,
2016,Apr,136,1,2016 Apr,Global,
2016,May,115,1,2016 May,Global,
2016,Jun,89,1,2016 Jun,Global,
2016,Jul,97,1,2016 Jul,Global,
2016,Aug,130,1,2016 Aug,Global,
2016,Sep,110,1,2016 Sep,Global,
2016,Oct,121,1,2016 Oct,Global,
2016,Nov,119,1,2016 Nov,Global,
2016,Dec,112,1,2016 Dec,Global,
2017,Jan,113,1,2017 Jan,Global,
2017,Feb,142,1,2017 Feb,Global,
2017,Mar,136,1,2017 Mar,Global,
2017,Apr,117,1,2017 Apr,Global,
2017,May,124,1,2017 May,Global,
2017,Jun,79,1,2017 Jun,Global,
2017,Jul,107,1,2017 Jul,Global,
2017,Aug,111,1,2017 Aug,Global,
2017,Sep,98,1,2017 Sep,Global,
2017,Oct,117,1,2017 Oct,Global,
2017,Nov,104,1,2017 Nov,Global,
2017,Dec,113,1,2017 Dec,Global,
1880,Jan,-96,2,1880 Jan,HN,
1880,Feb,-76,2,1880 Feb,HN,
1880,Mar,-75,2,1880 Mar,HN,
1880,Apr,-87,2,1880 Apr,HN,
1880,May,-33,2,1880 May,HN,
1880,Jun,-33,2,1880 Jun,HN,
1880,Jul,-18,2,1880 Jul,HN,
1880,Aug,-28,2,1880 Aug,HN,
1880,Sep,-45,2,1880 Sep,HN,
1880,Oct,-49,2,1880 Oct,HN,
1880,Nov,-84,2,1880 Nov,HN,
1880,Dec,-107,2,1880 Dec,HN,
1881,Jan,-67,2,1881 Jan,HN,
1881,Feb,-76,2,1881 Feb,HN,
1881,Mar,-37,2,1881 Mar,HN,
1881,Apr,-28,2,1881 Apr,HN,
1881,May,-27,2,1881 May,HN,
1881,Jun,-81,2,1881 Jun,HN,
1881,Jul,-36,2,1881 Jul,HN,
1881,Aug,-15,2,1881 Aug,HN,
1881,Sep,-29,2,1881 Sep,HN,
1881,Oct,-66,2,1881 Oct,HN,
1881,Nov,-63,2,1881 Nov,HN,
1881,Dec,-59,2,1881 Dec,HN,
1882,Jan,21,2,1882 Jan,HN,
1882,Feb,16,2,1882 Feb,HN,
1882,Mar,-16,2,1882 Mar,HN,
1882,Apr,-67,2,1882 Apr,HN,
1882,May,-62,2,1882 May,HN,
1882,Jun,-57,2,1882 Jun,HN,
1882,Jul,-53,2,1882 Jul,HN,
1882,Aug,-21,2,1882 Aug,HN,
1882,Sep,-38,2,1882 Sep,HN,
1882,Oct,-86,2,1882 Oct,HN,
1882,Nov,-95,2,1882 Nov,HN,
1882,Dec,-115,2,1882 Dec,HN,
1883,Jan,-117,2,1883 Jan,HN,
1883,Feb,-126,2,1883 Feb,HN,
1883,Mar,-61,2,1883 Mar,HN,
1883,Apr,-59,2,1883 Apr,HN,
1883,May,-63,2,1883 May,HN,
1883,Jun,-30,2,1883 Jun,HN,
1883,Jul,-24,2,1883 Jul,HN,
1883,Aug,-44,2,1883 Aug,HN,
1883,Sep,-52,2,1883 Sep,HN,
1883,Oct,-48,2,1883 Oct,HN,
1883,Nov,-87,2,1883 Nov,HN,
1883,Dec,-73,2,1883 Dec,HN,
1884,Jan,-80,2,1884 Jan,HN,
1884,Feb,-69,2,1884 Feb,HN,
1884,Mar,-125,2,1884 Mar,HN,
1884,Apr,-117,2,1884 Apr,HN,
1884,May,-87,2,1884 May,HN,
1884,Jun,-88,2,1884 Jun,HN,
1884,Jul,-66,2,1884 Jul,HN,
1884,Aug,-76,2,1884 Aug,HN,
1884,Sep,-79,2,1884 Sep,HN,
1884,Oct,-74,2,1884 Oct,HN,
1884,Nov,-89,2,1884 Nov,HN,
1884,Dec,-80,2,1884 Dec,HN,
1885,Jan,-175,2,1885 Jan,HN,
1885,Feb,-61,2,1885 Feb,HN,
1885,Mar,-58,2,1885 Mar,HN,
1885,Apr,-80,2,1885 Apr,HN,
1885,May,-86,2,1885 May,HN,
1885,Jun,-63,2,1885 Jun,HN,
1885,Jul,-37,2,1885 Jul,HN,
1885,Aug,-55,2,1885 Aug,HN,
1885,Sep,-51,2,1885 Sep,HN,
1885,Oct,-76,2,1885 Oct,HN,
1885,Nov,-59,2,1885 Nov,HN,
1885,Dec,-10,2,1885 Dec,HN,
1886,Jan,-148,2,1886 Jan,HN,
1886,Feb,-126,2,1886 Feb,HN,
1886,Mar,-101,2,1886 Mar,HN,
1886,Apr,-52,2,1886 Apr,HN,
1886,May,-52,2,1886 May,HN,
1886,Jun,-59,2,1886 Jun,HN,
1886,Jul,-8,2,1886 Jul,HN,
1886,Aug,-41,2,1886 Aug,HN,
1886,Sep,-36,2,1886 Sep,HN,
1886,Oct,-48,2,1886 Oct,HN,
1886,Nov,-77,2,1886 Nov,HN,
1886,Dec,-35,2,1886 Dec,HN,
1887,Jan,-168,2,1887 Jan,HN,
1887,Feb,-113,2,1887 Feb,HN,
1887,Mar,-68,2,1887 Mar,HN,
1887,Apr,-79,2,1887 Apr,HN,
1887,May,-33,2,1887 May,HN,
1887,Jun,-32,2,1887 Jun,HN,
1887,Jul,-11,2,1887 Jul,HN,
1887,Aug,-64,2,1887 Aug,HN,
1887,Sep,-29,2,1887 Sep,HN,
1887,Oct,-67,2,1887 Oct,HN,
1887,Nov,-52,2,1887 Nov,HN,
1887,Dec,-96,2,1887 Dec,HN,
1888,Jan,-127,2,1888 Jan,HN,
1888,Feb,-128,2,1888 Feb,HN,
1888,Mar,-119,2,1888 Mar,HN,
1888,Apr,-57,2,1888 Apr,HN,
1888,May,-59,2,1888 May,HN,
1888,Jun,-44,2,1888 Jun,HN,
1888,Jul,-21,2,1888 Jul,HN,
1888,Aug,-41,2,1888 Aug,HN,
1888,Sep,-37,2,1888 Sep,HN,
1888,Oct,-36,2,1888 Oct,HN,
1888,Nov,-36,2,1888 Nov,HN,
1888,Dec,-76,2,1888 Dec,HN,
1889,Jan,-95,2,1889 Jan,HN,
1889,Feb,2,2,1889 Feb,HN,
1889,Mar,-10,2,1889 Mar,HN,
1889,Apr,28,2,1889 Apr,HN,
1889,May,4,2,1889 May,HN,
1889,Jun,-10,2,1889 Jun,HN,
1889,Jul,-14,2,1889 Jul,HN,
1889,Aug,-22,2,1889 Aug,HN,
1889,Sep,-40,2,1889 Sep,HN,
1889,Oct,-56,2,1889 Oct,HN,
1889,Nov,-95,2,1889 Nov,HN,
1889,Dec,-78,2,1889 Dec,HN,
1890,Jan,-94,2,1890 Jan,HN,
1890,Feb,-67,2,1890 Feb,HN,
1890,Mar,-69,2,1890 Mar,HN,
1890,Apr,-51,2,1890 Apr,HN,
1890,May,-72,2,1890 May,HN,
1890,Jun,-29,2,1890 Jun,HN,
1890,Jul,-15,2,1890 Jul,HN,
1890,Aug,-26,2,1890 Aug,HN,
1890,Sep,-20,2,1890 Sep,HN,
1890,Oct,-5,2,1890 Oct,HN,
1890,Nov,-87,2,1890 Nov,HN,
1890,Dec,-62,2,1890 Dec,HN,
1891,Jan,-94,2,1891 Jan,HN,
1891,Feb,-117,2,1891 Feb,HN,
1891,Mar,-36,2,1891 Mar,HN,
1891,Apr,-58,2,1891 Apr,HN,
1891,May,-45,2,1891 May,HN,
1891,Jun,-32,2,1891 Jun,HN,
1891,Jul,-25,2,1891 Jul,HN,
1891,Aug,-20,2,1891 Aug,HN,
1891,Sep,-7,2,1891 Sep,HN,
1891,Oct,-50,2,1891 Oct,HN,
1891,Nov,-95,2,1891 Nov,HN,
1891,Dec,5,2,1891 Dec,HN,
1892,Jan,-85,2,1892 Jan,HN,
1892,Feb,-36,2,1892 Feb,HN,
1892,Mar,-98,2,1892 Mar,HN,
1892,Apr,-80,2,1892 Apr,HN,
1892,May,-48,2,1892 May,HN,
1892,Jun,3,2,1892 Jun,HN,
1892,Jul,-32,2,1892 Jul,HN,
1892,Aug,-29,2,1892 Aug,HN,
1892,Sep,-6,2,1892 Sep,HN,
1892,Oct,-16,2,1892 Oct,HN,
1892,Nov,-104,2,1892 Nov,HN,
1892,Dec,-92,2,1892 Dec,HN,
1893,Jan,-237,2,1893 Jan,HN,
1893,Feb,-139,2,1893 Feb,HN,
1893,Mar,-35,2,1893 Mar,HN,
1893,Apr,-33,2,1893 Apr,HN,
1893,May,-54,2,1893 May,HN,
1893,Jun,-15,2,1893 Jun,HN,
1893,Jul,2,2,1893 Jul,HN,
1893,Aug,-15,2,1893 Aug,HN,
1893,Sep,-14,2,1893 Sep,HN,
1893,Oct,-5,2,1893 Oct,HN,
1893,Nov,-21,2,1893 Nov,HN,
1893,Dec,-76,2,1893 Dec,HN,
1894,Jan,-116,2,1894 Jan,HN,
1894,Feb,-69,2,1894 Feb,HN,
1894,Mar,-8,2,1894 Mar,HN,
1894,Apr,-63,2,1894 Apr,HN,
1894,May,-42,2,1894 May,HN,
1894,Jun,-35,2,1894 Jun,HN,
1894,Jul,-7,2,1894 Jul,HN,
1894,Aug,-10,2,1894 Aug,HN,
1894,Sep,-26,2,1894 Sep,HN,
1894,Oct,-29,2,1894 Oct,HN,
1894,Nov,-73,2,1894 Nov,HN,
1894,Dec,-124,2,1894 Dec,HN,
1895,Jan,-132,2,1895 Jan,HN,
1895,Feb,-56,2,1895 Feb,HN,
1895,Mar,-25,2,1895 Mar,HN,
1895,Apr,-26,2,1895 Apr,HN,
1895,May,-21,2,1895 May,HN,
1895,Jun,-15,2,1895 Jun,HN,
1895,Jul,-21,2,1895 Jul,HN,
1895,Aug,13,2,1895 Aug,HN,
1895,Sep,-22,2,1895 Sep,HN,
1895,Oct,-11,2,1895 Oct,HN,
1895,Nov,-42,2,1895 Nov,HN,
1895,Dec,-69,2,1895 Dec,HN,
1896,Jan,-44,2,1896 Jan,HN,
1896,Feb,-91,2,1896 Feb,HN,
1896,Mar,-90,2,1896 Mar,HN,
1896,Apr,-36,2,1896 Apr,HN,
1896,May,14,2,1896 May,HN,
1896,Jun,8,2,1896 Jun,HN,
1896,Jul,-19,2,1896 Jul,HN,
1896,Aug,-7,2,1896 Aug,HN,
1896,Sep,7,2,1896 Sep,HN,
1896,Oct,-59,2,1896 Oct,HN,
1896,Nov,-58,2,1896 Nov,HN,
1896,Dec,-57,2,1896 Dec,HN,
1897,Jan,-52,2,1897 Jan,HN,
1897,Feb,-67,2,1897 Feb,HN,
1897,Mar,-15,2,1897 Mar,HN,
1897,Apr,12,2,1897 Apr,HN,
1897,May,-9,2,1897 May,HN,
1897,Jun,6,2,1897 Jun,HN,
1897,Jul,1,2,1897 Jul,HN,
1897,Aug,-7,2,1897 Aug,HN,
1897,Sep,-17,2,1897 Sep,HN,
1897,Oct,-27,2,1897 Oct,HN,
1897,Nov,-31,2,1897 Nov,HN,
1897,Dec,3,2,1897 Dec,HN,
1898,Jan,-63,2,1898 Jan,HN,
1898,Feb,-101,2,1898 Feb,HN,
1898,Mar,-29,2,1898 Mar,HN,
1898,Apr,-42,2,1898 Apr,HN,
1898,May,-6,2,1898 May,HN,
1898,Jun,-10,2,1898 Jun,HN,
1898,Jul,8,2,1898 Jul,HN,
1898,Aug,-3,2,1898 Aug,HN,
1898,Sep,-32,2,1898 Sep,HN,
1898,Oct,-58,2,1898 Oct,HN,
